cust_id,transformer_id,timestamp,kw_usage,voltage,current,pf,short_circuit,meter_reset,meter_reverse,transformer_total
CUST0002,T1,2025-12-28 14:32:55.727415,2.016399259255552,210.1913824488365,2.105781570388864,0.7736449695607945,0,0,0,60.0
CUST0002,T1,2025-12-28 14:32:55.727415,2.016399259255552,210.1913824488365,2.105781570388864,0.7736449695607945,0,0,0,60.0
CUST0002,T1,2025-12-28 14:47:55.727415,2.0569986924595423,217.0606991715798,2.3037963016154204,0.8729250896287698,0,0,0,60.0
CUST0002,T1,2025-12-28 15:02:55.727415,2.1614520358209504,228.62364650323647,1.9039173229676936,0.8441656153758623,0,0,0,60.0
CUST0002,T1,2025-12-28 15:17:55.727415,2.155602197592876,205.8687344526909,1.9074832443210632,0.765620544429488,0,0,0,60.0
CUST0002,T1,2025-12-28 15:32:55.727415,1.6693079135944768,220.1762365361007,1.7317887786374828,0.8540683082369573,0,0,0,60.0
CUST0002,T1,2025-12-28 15:47:55.727415,1.7572767792028707,208.53405809137183,2.290670217734948,0.8526495686403283,0,0,0,60.0
CUST0002,T1,2025-12-28 16:02:55.727415,2.047848840627627,235.2217971149836,1.708244050903936,0.8991608965663631,0,0,0,60.0
CUST0002,T1,2025-12-28 16:17:55.727415,2.0475989773683367,214.5862373491828,2.129526998656011,0.9485713197161758,0,0,0,60.0
CUST0002,T1,2025-12-28 16:32:55.727415,2.047851324447105,214.6207639379477,2.180742186536498,0.8807068196837404,0,0,0,60.0
CUST0002,T1,2025-12-28 16:47:55.727415,2.71538808531684,221.45454073717448,1.649921204383977,0.8846999715553134,0,0,0,60.0
CUST0002,T1,2025-12-28 17:02:55.727415,2.0590198893245284,214.70023328086808,2.1305413386333902,0.9118956367078388,0,0,0,60.0
CUST0002,T1,2025-12-28 17:17:55.727415,2.171954915222015,224.52295090084047,1.934305169356388,0.7934538420355106,0,0,0,60.0
CUST0002,T1,2025-12-28 17:32:55.727415,2.135642139884536,204.2997858905565,2.1749420762044536,0.8695835348554525,0,0,0,60.0
