cust_id,transformer_id,timestamp,kw_usage,voltage,current,pf,short_circuit,meter_reset,meter_reverse
CUST0000,T1,2025-12-28 14:32:55.727415,0.929355736869447,216.0252442127104,2.376435779317239,0.928435913540969,0,0,0
CUST0000,T1,2025-12-28 14:47:55.727415,0.8023600460329634,212.1934373336374,2.1695150652034894,0.7940881244081394,0,0,1
CUST0000,T1,2025-12-28 15:02:55.727415,0.9595506138873389,233.90420373868423,1.9026472388475206,0.9414426144413561,0,0,0
CUST0000,T1,2025-12-28 15:17:55.727415,1.1346188775488055,232.034830093263,2.5848491118709296,0.8572456182909401,0,0,0
CUST0000,T1,2025-12-28 15:32:55.727415,0.7831822313225332,231.8507388536085,2.4404505252480018,0.8909143672429847,0,0,0
CUST0000,T1,2025-12-28 15:47:55.727415,0.7831855148773642,212.48310772209598,1.7155949709228173,0.87713688885288,0,0,0
CUST0000,T1,2025-12-28 16:02:55.727415,1.1458554693686787,225.19782982029378,1.3751643456778924,0.7826804987523857,0,0,0
CUST0000,T1,2025-12-28 16:17:55.727415,0.9834998520977821,222.4782062535661,1.8702936936439625,0.7921965687172653,0,0,0
CUST0000,T1,2025-12-28 16:32:55.727415,0.73611802908021,223.5297607176934,2.394255014391646,0.8029760332996105,0,0,0
CUST0000,T1,2025-12-28 16:47:55.727415,0.9385249149843933,231.36141792142433,1.9336803575491186,0.949507521299022,0,0,0
CUST0000,T1,2025-12-28 17:02:55.727415,0.7373293677047079,205.62017142520378,2.260143066487031,0.7627055412303915,0,0,0
CUST0000,T1,2025-12-28 17:17:55.727415,0.736866955553149,225.38590426696368,1.6657588020158234,0.7723104347191753,0,0,0
CUST0000,T1,2025-12-28 17:32:55.727415,0.8784053605804072,227.00273225406568,2.0003672595785873,0.9325255678689641,0,0,0
CUST0000,T1,2025-12-28 17:47:55.727415,0.4473568573356408,221.76534550647872,2.2933070334705996,0.9057252957261116,0,1,0
CUST0000,T1,2025-12-28 18:02:55.727415,0.4850293397645938,217.19585025354735,1.5851304546204523,0.7638425036936767,0,0,0
CUST0000,T1,2025-12-28 18:17:55.727415,0.7175554004190058,219.24648413598445,1.9498127260242937,0.8578592177558917,0,0,0
CUST0000,T1,2025-12-28 18:32:55.727415,0.6274466822003156,218.2390429993651,1.7484165122628434,0.8176171124294911,0,0,0
CUST0000,T1,2025-12-28 18:47:55.727415,0.8928623727862551,204.03948659510058,1.5926614929196585,0.7928473614740877,0,0,0
CUST0000,T1,2025-12-28 19:02:55.727415,0.6484080911629582,218.25857598787888,2.1954765682760353,0.7693861628457647,0,0,0
CUST0000,T1,2025-12-28 19:17:55.727415,0.5475521660001421,229.62506618091066,1.9241456545233842,0.9223345072705582,0,0,0
CUST0000,T1,2025-12-28 19:32:55.727415,1.1231426600515113,218.51395590214238,1.7889069826459851,0.8600650624899696,0,0,0
CUST0000,T1,2025-12-28 19:47:55.727415,0.7848576461698933,225.74024409584453,1.9906010950389026,0.8302080585098905,0,0,0
CUST0000,T1,2025-12-28 20:02:55.727415,0.8435185472047851,205.07657863604638,1.959868944551426,0.9414635281719346,0,0,0
CUST0000,T1,2025-12-28 20:17:55.727415,0.545063269024509,213.26361755213532,2.0861666906081044,0.7614330545814966,0,0,0
CUST0000,T1,2025-12-28 20:32:55.727415,0.7211363613621639,212.922107339286,2.1505926716456796,0.7970407790001862,0,0,0
CUST0000,T1,2025-12-28 20:47:55.727415,0.8521974242091735,223.40814200208857,1.9001470015364919,0.8545565431063917,0,0,0
CUST0000,T1,2025-12-28 21:02:55.727415,0.5998141907827398,214.0644686645968,2.1262306213924744,0.8132354392543708,0,0,0
CUST0000,T1,2025-12-28 21:17:55.727415,0.9051525099363348,212.55678113375365,1.9202745999338746,0.9167489909279614,0,0,0
CUST0000,T1,2025-12-28 21:32:55.727415,0.7098851682834394,226.21164089962355,1.5473301043806729,0.8044696424629633,0,0,0
CUST0000,T1,2025-12-28 21:47:55.727415,0.771674156308545,222.50308597059282,1.9376509713247747,0.919220742658971,0,0,0
CUST0000,T1,2025-12-28 22:02:55.727415,0.709671583821321,222.5496753182099,2.276926332287785,0.8355373837961358,1,0,0
CUST0000,T1,2025-12-28 22:17:55.727415,1.2004685431689879,232.1995752311569,2.4124696056858297,0.7796187571134965,0,0,0
CUST0000,T1,2025-12-28 22:32:55.727415,0.8273134613196136,226.93096306448308,1.8563244650456519,0.9060232483742885,0,0,0
CUST0000,T1,2025-12-28 22:47:55.727415,0.6184707204760203,225.816729224911,2.1658245991555716,0.924433356581218,0,0,0
CUST0000,T1,2025-12-28 23:02:55.727415,0.9945218886878382,219.21588937067105,2.1967906960373447,0.7547328869402903,0,0,0
CUST0000,T1,2025-12-28 23:17:55.727415,0.5858441762729959,228.88876673911003,2.12129290959784,0.946229937439652,0,0,0
CUST0000,T1,2025-12-28 23:32:55.727415,0.8717856252681515,228.64211437293488,1.6435692007404923,0.8957090121305409,0,0,0
